salesdate,notes,total_sales
2010-07-16,voltaire ticket profits,0.1418394728801626
2010-07-17,,0.16157989824249105
2010-07-18,,0.04168936062808029
2010-07-19,,0.05354557168856358
2010-07-20,,0.014606054970309656
2010-07-21,,0.043466131753390806
2010-07-22,layaway,0.007186790121816757
2010-07-23,layaway,0.19995151241415038
2010-07-24,,0.018508309310944913
2010-07-25,,0.01652231093162586
2010-07-26,,0.04046056564422068
2010-07-27,,0.11565949758890498
2010-07-28,,0.026189938493829456
2010-07-29,,0.060230880614264654
2010-07-30,,0.06792247299972104
2010-07-31,,0.08840017535236527
2010-08-01,,0.07627495782244244
2010-08-02,,0.0296106380434927
2010-08-03,,0.10785498890763447
2010-08-04,,0.039537308872564
2010-08-05,,0.07752700027896968
2010-08-06,,0.06513277627960733
2010-08-07,,0.07785910703136416
2010-08-08,,0.19145622168789936
2010-08-09,,0.11516133746031325
2010-08-10,,0.05415000597792155
2010-08-12,,0.04882301366951393
2010-08-11,layaway payment,0.08586952189911926
2010-08-13,,0.19564076676806993
2010-08-14,,0.1053110511842927
2010-08-15,,0.1954282184465375
2010-08-16,,0.09171460074126227
2010-08-17,,0.048816371534466045
2010-08-18,,0.047003068666392124
2010-08-19,,0.18407348858216985
2010-08-20,tax free weekend,0.15281227997927654
2010-08-21,tax free weekend,0.31543167235676234
2010-08-22,tax free weekend,0.1828048407880229
2010-08-23,,0.0029457868937391232
2010-08-25,,0.05581386080741794
2010-08-26,,0.04700971080144002
2010-08-27,,0.10963508110046893
2010-08-28,,0.23600170038657226
2010-08-29,,0.05424963800363989
2010-08-31,,0.12462305883603225
2010-09-01,,0.09058875885064495
2010-09-02,,0.0808580310054864
2010-09-03,,0.035040583445142603
2010-09-04,,0.25521075494506956
2010-09-05,,0.05820835049218221
2010-09-06,,0.008345842687673527
2010-09-07,,0.02878701329755437
2010-09-08,,0.03587085032612883
2010-09-10,,0.037740611342109806
2010-09-11,,0.16128432323285996
2010-09-12,,0.05238984019023075
2010-09-13,,0.07362806700585836
2010-09-14,,0.023802090944113077
2010-09-15,,0.09127289876057759
2010-09-16,,0.04688351023553011
2010-09-17,,0.07109741355261236
2010-09-18,,0.2634303970668332
2010-09-19,,0.0576603743507313
2010-09-20,,0.08290380860023647
2010-09-21,,0.010683874224530734
2010-09-22,,0.0005380129388790734
2010-09-23,,0.028391806262204927
2010-09-24,,0.0719741753789338
2010-09-25,,0.1547086095354491
2010-09-26,,0.08491969658727101
2010-09-27,,0.009986450044502306
2010-09-28,,0.008976845517223057
2010-09-30,,0.09578290845809476
2010-10-01,,0.06432243580376476
2010-10-02,,0.13204564475204908
2010-10-03,,0.16566813236446726
2010-10-04,,0.057268488382905804
2010-10-05,5.4 rung up as CH was really CA,0.09733384699177704
2010-10-06,,0.02011570599253424
2010-10-07,,0.023536405542197485
2010-10-08,$12 layaway,0.19633486988057444
2010-10-09,"tickets, refund, ticket profits",0.21943289450961118
2010-10-10,tickets,0.05286143177863092
2010-10-12,,0.14112212229499052
2010-10-11,,0.046740704332000484
2010-10-13,,0.17638521726423742
2010-10-14,,0.039533987805040055
2010-10-15,,0.12978731883576658
2010-10-16,tickets corset event,0.8200878090253331
2010-10-17,,0.08870903463209215
2010-10-18,,0.14498784489286237
2010-10-19,layaway payment,0.08854630232341884
2010-10-20,,0.10997715105543525
2010-10-21,,0.16301459941283525
2010-10-22,layaway,0.2321658673964159
2010-10-23,,0.2678042429958686
2010-10-24,,0.12031895532499967
2010-10-25,"layaway, tickets",0.09729067311396575
2010-10-26,,0.13486191001235437
2010-10-27,,0.22759607848346772
2010-10-28,,0.17195491318729492
2010-10-29,,0.1052379876987659
2010-10-30,tickets,0.5518817168590672
2010-10-31,,0.04549530401052115
2010-11-02,,0.11936248787810352
2010-11-03,,0.03512361013324123
2010-11-04,Combichrist ticket fees,0.1153871700519415
2010-11-05,,0.0901404147349124
2010-11-06,,0.1317799593501335
2010-11-07,,0.044811164100588496
2010-11-08,tickets,0.08359791171274095
2010-11-09,,0.02621982810154496
2010-01-07,15trade and 25 gift cert redeemed,0.08559719436215578
2010-02-14,refund,0.24132205055993203
2010-04-07,refund,0.019066248654967654
2010-05-15,recoil ticket profits,0.15864739561884775
2010-05-22,steampunk event,0.15809609840987288
2009-01-02,,0.06574053163648923
2009-01-03,,0.10160141876004623
2009-01-04,,0.04095872577281241
2009-01-05,,0.03112836590193552
2009-01-06,,0.0509949918301739
2009-01-07,,0.005210754945069543
2009-01-08,,0.04581412649281985
2009-01-09,,0.10449074750587829
2009-01-10,,0.08425548308248203
2009-01-11,,0.061898056511284986
2009-01-12,,0.016874344089164023
2009-01-13,,0.05064627974015968
2009-01-14,,0.009717443575062767
2009-01-15,,0.14516386147163146
2009-01-16,de/vision ticket profits,0.17046375386904367
2009-01-17,,0.13405489060403575
2009-01-18,,0.011490893632849344
2009-01-19,,0.0947865882009113
2009-01-20,combichrist ticket profits,0.20648737330127398
2009-01-21,,0.05893898534745009
2009-01-22,,0.05245958260823359
2009-01-23,,0.10041247658647397
2009-01-24,,0.2089981003493763
2009-01-25,,0.01570864938825936
2009-01-26,,0.004981601285917346
2009-01-27,,0.03502729917504683
2009-01-28,,0.07746389999601472
2009-01-29,,0.040802635599187
2009-01-30,,0.0765074325491186
2009-01-31,,0.17054678055714229
2009-02-01,,0.07886539049111947
2009-02-02,,0.005031417298776519
2009-02-03,,0.05001527691061015
2009-02-04,,0.009966523639358637
2009-02-05,,0.02767777674455677
2009-02-06,,0.018226018571409593
2009-02-07,,0.38702060390291854
2009-02-08,,0.02613680141344634
2009-02-09,,0.04946730076915924
2009-02-10,,0.05299759554711267
2009-02-11,refund,0.06368811190669128
2009-02-12,,0.05425295907116384
2009-02-13,,0.20070207367456197
2009-02-14,,0.5074491544562083
2009-02-15,,0.1157059925342402
2009-02-16,,0.08283074511470967
2009-02-17,,0.08258166505041381
2009-02-18,,0.027591428988934203
2009-02-19,,0.01113553940778724
2009-02-20,,0.03196195385044569
2009-02-21,,0.1538617373168431
2009-02-22,,0.07032360481953319
2009-02-23,,0.08228609004078272
2009-02-24,,0.012932236938241429
2009-02-25,,0.04166943422293662
2009-02-26,,0.04264250700745248
2009-02-27,freezepop tickets,0.03808600236460008
2009-02-28,,0.11171739043798239
2009-03-01,,0.12761866174263053
2009-03-02,,0.04670749365676102
2009-03-03,,0.015622301632636795
2009-03-04,,0.10170105078576458
2009-03-05,,0.05103152357293728
2009-03-06,,0.03485128259627775
2009-03-07,,0.08126320124340768
2009-03-08,,0.02494453817235012
2009-03-09,,0.024134197696507566
2009-03-10,,0.05208430197802781
2009-03-11,,0.024227187587178026
2009-03-12,,0.012211565285545385
2009-03-13,,0.09504231040025506
2009-03-14,,0.1012593488050799
2009-03-15,,0.12010308593594325
2009-03-16,,0.17215085617120768
2009-03-17,,0.04687686810048222
2009-03-18,,0.02963388551616031
2009-03-19,,0.05505333634443455
2009-03-20,,0.07856317334644049
2009-03-21,,0.05065292187520757
2009-03-22,,0.06897525140481156
2009-03-23,,0.017326009272420527
2009-03-24,,0.04062994008794187
2009-03-25,,0.03593395060908378
2009-03-26,,0.02973683860940261
2009-03-27,,0.031078549889076344
2009-03-28,,0.11920307663695419
2009-03-29,,0.05773343783625809
2009-03-30,,0.0068148305591349285
2009-03-31,,0.0441901244736108
2009-04-01,,0.059809105038723644
2009-04-02,,0.05693638163051131
2009-04-03,,0.04340303147043586
2009-04-04,,0.2817161948536738
2009-04-05,,0.06946012726330751
2009-04-06,,0.021842661104985586
2009-04-07,,0.04867024456341247
2009-04-08,,0.020836377645230286
2009-04-09,,0.046259149541028464
2009-04-10,,0.08311303585424498
2009-04-11,,0.09576298205295111
2009-04-12,,0.0572087091674748
2009-04-13,,0.020451133812452674
2009-04-14,,0.03233059234560357
2009-04-15,,0.0752587111601153
2009-04-16,,0.07939676129495064
2009-04-17,Voltaire ticket profits,0.07351515071004425
2009-04-18,,0.2679536910344461
2009-04-19,,0.11243141995563052
2009-04-20,,0.0677796670961914
2009-04-21,,0.024811695471392323
2009-04-22,,0.019408318609933976
2009-04-23,funkervogt ticket profits,0.10774207261182035
2009-04-25,,0.14338376927879695
2009-04-26,,0.06089177305152969
2009-04-27,,0.028381843059633087
2009-04-28,,0.16077619990169642
2009-04-29,,0.02011570599253424
2009-04-30,,0.02313123530427621
2009-05-01,,0.015283552745194417
2009-05-02,,0.06643131368146976
2009-05-03,,0.057268488382905804
2009-05-04,birthday massacre ticket profits,0.10750627681762027
2009-05-05,,0.011919311343438235
2009-05-06,,0.007545465414402806
2009-05-07,,0.022503553542250622
2009-05-08,,0.0043074245785565315
2009-05-09,,0.062017614942147005
2009-05-10,,0.0754646173465999
2009-05-11,,0.01400494174847563
2009-05-12,,0.011314877054080264
2009-05-13,,0.018498346108373073
2009-05-14,,0.07456792911513477
2009-05-15,,0.17587709393307382
2009-05-16,,0.07348858216985268
2009-05-17,,0.04002218473105996
2009-05-18,,0.12787106287445035
2009-05-19,,0.009066514340369569
2009-05-20,,0.09832020404638868
2009-05-21,,0.02182273469984192
2009-05-22,,0.08896143576391195
2009-05-23,,0.05282490003586753
2009-05-24,,0.06835421177783386
2009-05-25,,0.0650796391992242
2009-05-26,,0.12234480651460605
2009-05-27,,0.005503008887176694
2009-05-28,,0.014715650198599836
2009-05-29,,0.024140839831555454
2009-05-30,,0.136210263427076
2009-05-31,,0.12202930509983129
2009-06-01,,0.007176826919244922
2009-06-02,,0.004686026276286249
2009-06-03,,0.06654755104480785
2009-06-04,,0.04891268249266044
2009-06-05,vast ticket profits,0.1577938812651939
2009-06-06,,0.07199410178407747
2009-06-07,,0.0025140481156262873
2009-06-08,,0.0061107642440586096
2009-06-09,,0.021693213066408066
2009-06-10,,0.03095899145821433
2009-06-11,,0.008624812359684897
2009-06-12,,0.039696720113713356
2009-06-13,,0.2595347848612458
2009-06-14,,0.050569895187108936
2009-06-15,,0.0327025519082854
2009-06-16,,0.05594338244085179
2009-06-17,,0.014254021812771498
2009-06-18,,0.041320722132922406
2009-06-19,,0.06630843418308381
2009-06-20,,0.10886791450243767
2009-06-21,,0.01814299188331097
2009-06-22,,0.028189221143244285
2009-06-23,,0.03110179736174396
2009-06-24,,0.010411546687567252
2009-06-25,,0.013207885542728854
2009-06-26,,0.13791397106685974
2009-06-27,,0.10544389388525048
2009-06-28,,0.056507963919922424
2009-06-29,,0.035983766621942956
2009-06-30,,0.12595480691313415
2009-07-01,,0.1016944086507167
2009-07-02,,0.0179304435617785
2009-07-03,modwheelmood ticket profits,0.0889348672237204
2009-07-04,,0.02442313057109077
2009-07-05,,0.03078961701449314
2009-07-06,,0.07240923522457059
2009-07-07,,0.08948616443269525
2009-07-08,,0.028992919484038954
2009-07-09,,0.0438347702485487
2009-07-10,,0.15033476360641365
2009-07-11,,0.11768534877851138
2009-07-12,,0.20206703242690333
2009-07-13,,0.026329423329835143
2009-07-14,,0.014619339240405435
2009-07-15,,0.03631587337433745
2009-07-16,,0.0017933764629302444
2009-07-17,,0.05665741195849994
2009-07-18,,0.029667096191399765
2009-07-19,,0.0261268382108745
2009-07-20,,0.005300423768216056
2009-07-21,,0.04743480744450497
2009-07-22,,0.02784715118827796
2009-07-23,,0.053718267199808704
2009-07-24,,0.06088180984895785
2009-07-25,,0.0711970455783307
2009-07-26,,0.026233112371640745
2009-07-27,,0.1821771590259973
2009-07-28,,0.04850751225473916
2009-07-29,,0.017614942147003734
2009-07-30,,0.08697211631706896
2009-07-31,,0.010052871394981204
2009-08-01,,0.13184638070061241
2009-08-02,,0.03402433678281547
2009-08-03,,0.09586925621371735
2009-08-04,,0.018133028680739134
2009-08-05,,0.013626340050745912
2009-08-06,,0.05474447706470768
2009-08-07,,0.02273934933645071
2009-08-08,,0.1908385031284456
2009-08-09,,0.09048248468987873
2009-08-10,,0.009298989067045712
2009-08-11,,0.04631228662141158
2009-08-12,,0.062283300344062605
2009-08-13,,0.025661888757522216
2009-08-14,,0.06757043984218288
2009-08-15,,0.1388804017163277
2009-08-16,,0.014978014532991486
2009-08-17,,0.005569430237655592
2009-08-18,,0.1261208602893314
2009-08-19,,0.028840150377937485
2009-08-20,,0.057497642042058
2009-08-21,tax free weekend,0.27035482285425827
2009-08-22,tax free weekend,0.2317042390105876
2009-08-23,tax free weekend,0.14284907740744185
2009-08-24,,0.1561233843006496
2009-08-26,,0.009332199742285162
2009-08-27,kommunity fk ticket profits,0.03583763965088938
2009-08-28,otto von schirach ticket profits,0.03639225792738818
2009-08-29,,0.12288281945348513
2009-08-30,,0.17386452701356322
2009-08-31,,0.057866280537215875
2009-09-01,,0.051954780344593963
2009-09-02,,0.023712422120966567
2009-09-03,,0.09164817939078339
2009-09-04,,0.03614649893061626
2009-09-05,,0.07469080861352072
2009-09-06,,0.09701502450947833
2009-09-07,,0.0461728017854059
2009-09-08,,0.03047079453219443
2009-09-09,,0.022702817593687315
2009-09-10,,0.030719874596490296
2009-09-11,,0.19547803445939665
2009-09-12,,0.16855414004277536
2009-09-13,,0.03889634284044263
2009-09-14,,0.04309085112318504
2009-09-15,,0.12336437424445715
2009-09-16,,0.06541838808666658
2009-09-17,,0.037345404306760366
2009-09-18,,0.1338655897551709
2009-09-19,,0.14719303372876177
2009-09-20,,0.012015622301632637
2009-09-21,,0.050031882248229874
2009-09-22,,0.028840150377937482
2009-09-23,,0.052286887096988456
2009-09-24,,0.0347217609628439
2009-09-25,,0.047610824023274045
2009-09-26,,0.2700393214394835
2009-09-27,,0.060934946929340976
2009-09-28,,0.049188331097147875
2009-09-29,,0.0130484743015795
2009-09-30,,0.06400693438899001
2009-10-01,,0.12794412635997715
2009-10-02,,0.0555149647302629
2009-10-03,,0.16989253025492515
2009-10-04,,0.0276279607316976
2009-10-05,,0.043725175020258515
2009-10-06,,0.03346307637126878
2009-10-07,,0.04732521221621478
2009-10-08,,0.0700280298099021
2009-10-09,,0.1015848134224265
2009-10-10,,0.09860249478592398
2009-10-11,,0.08396655020789882
2009-10-12,,0.15607688935531439
2009-10-13,,0.059486961488900994
2009-10-14,,0.13803352949772174
2009-10-15,,0.0459137585185382
2009-10-16,,0.1192263241096218
2009-10-17,,0.1449978080954342
2009-10-18,,0.08578981627854458
2009-10-19,,0.020580655445886525
2009-10-20,,0.014360295973537735
2009-10-21,,0.018797242185528116
2009-10-22,,0.051556252241720585
2009-10-23,,0.21752328068334287
2009-10-24,,0.17413353348300276
2009-10-25,,0.1219628837493524
2009-10-26,,0.030553821220293053
2009-10-27,,0.12833601232780265
2009-10-28,,0.08238572206650105
2009-10-29,,0.055667733836364364
2009-10-30,,0.1267651473889767
2009-10-31,,0.12949506489365942
2009-11-01,,0.07496313615048422
2009-11-02,,0.05923456035708118
2009-11-03,,0.07693585025970748
2009-11-04,,0.00646279740159677
2009-11-05,,0.09125297235543392
2009-11-06,,0.005928105530241642
2009-11-07,,0.07580336623404227
2009-11-08,,0.08568686318530229
2009-11-09,,0.015791676076357983
2009-11-10,,0.026216507034021015
2009-11-11,,0.040443960306600954
2009-11-12,,0.010162466623271384
2009-11-13,ticket profits,0.2618196793177199
2009-11-14,,0.045787557952628295
2009-11-15,,0.07437862826626991
2009-11-16,,0.10645017734500577
2009-11-17,,0.07290739535316232
2009-11-18,,0.06126705368173546
2009-11-19,,0.0699914980671387
2009-11-20,,0.10004051702379212
2009-11-21,,0.04354251630644155
2009-11-22,,0.061330153964690416
2009-11-23,,0.01785073794120382
2009-11-24,,0.052974348074445045
2009-11-25,,0.039630298763234456
2009-11-27,,0.204617612285293
2009-11-28,,0.08191080941057693
2009-11-29,,0.03713949812027578
2009-11-30,,0.04729864367602322
2009-12-01,,0.01839207194760684
2009-12-02,,0.11672556026409128
2009-12-03,,0.008272779202146738
2009-12-04,,0.17730183190084622
2009-12-05,,0.0861983075839898
2009-12-06,,0.06669699908338537
2009-12-07,,0.012845889182618862
2009-12-08,,0.06480731166226071
2009-12-09,,0.07030367841438952
2009-12-10,,0.12368983886180376
2009-12-11,,0.04327683090452595
2009-12-12,,0.12500830266880986
2009-12-13,,0.15924186670563387
2009-12-14,,0.04277202864088633
2009-12-15,,0.125240777395486
2009-12-16,,0.03649521102063047
2009-12-17,,0.09142898893420301
2009-12-18,,0.13032201070712168
2009-12-19,,0.11661264396827717
2009-12-20,,0.17648152822243185
2009-12-21,,0.09401277946783215
2009-12-22,,0.09490282556424937
2009-12-23,,0.2681363497482631
2009-12-24,half day,0.19494666365556546
2009-12-26,refund,0.03665130119425588
2009-12-27,,0.05176215842820517
2009-12-28,,0.07473066142380806
2009-12-29,,0.1341777701024217
2009-12-30,,0.047411559971837346
2009-12-31,half day,0.09651354331336265
2008-01-02,,0.020564050108266802
2008-01-03,,0.11312884413565896
2008-01-04,,0.017149992693651448
2008-01-05,,0.038411466981946675
2008-01-06,,0.03555866997887801
2008-01-07,,0.03984284708476693
2008-01-08,ticket fees,0.14884360428816237
2008-01-09,,0.001617359884161165
2008-01-10,,0.044366141052379876
2008-01-11,,0.012038869774300251
2008-01-12,,0.0935146193392404
2008-01-13,,0.039802994274479586
2008-01-14,$3.50 tax free sale & 61.99 refund,0.022865549902360612
2008-01-15,,0.003231398700798385
2008-01-16,,0.009760617452874052
2008-01-17,,0.11354397757615207
2008-01-18,,0.09583604553847788
2008-01-19,,0.15208828725905654
2008-01-20,,0.043280151972049895
2008-01-21,,0.02118841080276844
2008-01-22,,0.0004483441157325611
2008-01-23,,0.04976951791383823
2008-01-25,,0.08968210741660801
2008-01-26,,0.12961794439204538
2008-01-27,,0.07422585916016845
2008-01-28,,0.012218207420593276
2008-01-29,,0.020477702352644234
2008-01-30,,0.01652563199914981
2008-01-31,,0.012570240578131435
2008-02-01,,0.05054000557939344
2008-02-02,,0.20369435551363632
2008-02-03,,0.023536405542197485
2008-02-04,check,0.00645615526654888
2008-02-05,,0.018681004822190046
2008-02-06,,0.010052871394981204
2008-02-08,,0.022626433040636582
2008-02-09,ticket fees,0.20852650876097614
2008-02-10,,0.12334112677178952
2008-02-11,,0.015897950237124224
2008-02-12,,0.05300423768216055
2008-02-13,,0.06678334683900794
2008-02-14,,0.0694069901829244
2008-02-15,ticket fees,0.030420978519335253
2008-02-16,,0.19120382055607957
2008-02-17,,0.048055847071482666
2008-02-18,,0.050662885077779406
2008-02-19,,0.04974627044117061
2008-02-20,,0.025788089323432125
2008-02-21,,0.0014347011703441956
2008-02-22,,0.022968502995602907
2008-02-23,,0.14892663097626102
2008-02-24,,0.04006203754134729
2008-02-25,,0.025512440718944696
2008-02-26,,0.027491796963215857
2008-02-27,,0.012915631600621704
2008-02-28,,0.08679942080582383
2008-02-29,,0.058510567636861195
2008-03-01,,0.1405442565458241
2008-03-02,,0.04867024456341247
2008-03-03,,0.00933884187733305
2008-03-04,,0.05749432097453406
2008-03-05,,0.09467699297262114
2008-03-06,ticket fees,0.028484796152875386
2008-03-07,,0.03023831980551829
2008-03-08,,0.10237854856064933
2008-03-09,,0.04263918593992853
2008-03-10,,0.025303213464936167
2008-03-11,,0.09539434355779322
2008-03-12,,0.017236340449274013
2008-03-13,,0.02622647023659285
2008-03-14,,0.05855706258219642
2008-03-15,,0.057487678839486175
2008-03-16,,0.06338257369448835
2008-03-17,,0.018312366327032162
2008-03-18,,0.10494573375665875
2008-03-19,,0.06282463435046562
2008-03-20,,0.004304103511032587
2008-03-21,,0.06987858177132457
2008-03-22,ticket fees,0.17210436122587247
2008-03-23,,0.04761746615832193
2008-03-24,,0.029105835779853078
2008-03-25,,0.008262815999574905
2008-03-26,,0.026522045246223945
2008-03-27,,0.047424844241933134
2008-03-28,,0.05640833189420407
2008-03-29,ticket fees,0.15423037581200102
2008-03-30,,0.1410988748223229
2008-03-31,,0.01239090293183841
2008-04-01,,0.0784834677258658
2008-04-02,,0.03379186205613933
2008-04-03,,0.011318198121604207
2008-04-04,,0.05156953651181636
2008-04-05,,0.03198852239063724
2008-04-06,,0.04669088831914131
2008-04-07,check,0.055667733836364364
2008-04-08,,0.06267850737941205
2008-04-09,,0.008445474713391873
2008-04-10,,0.04055023446736719
2008-04-11,,0.06181170875566242
2008-04-12,,0.11453033463076372
2008-04-13,,0.0349442724869482
2008-04-14,,0.048607144280457516
2008-04-15,,0.07359485633061891
2008-04-16,,0.030504005207433876
2008-04-17,,0.08251192263241096
2008-04-18,,0.04530600316165628
2008-04-19,,0.034987446364759485
2008-04-20,,0.030504005207433876
2008-04-21,,0.0605530241640873
2008-04-22,,0.00790081963946491
2008-04-23,,0.11020962578211141
2008-04-24,,0.062346400627017545
2008-04-25,ticket fees,0.16886964145755012
2008-04-26,,0.13591800948496888
2008-04-27,,0.08271118668384767
2008-04-28,,0.007186790121816757
2008-04-29,,0.02872059194707547
2008-04-30,,0.010594205401384222
2008-05-01,,0.08194734115334033
2008-05-02,,0.026233112371640745
2008-05-03,,0.19397691193857355
2008-05-04,,0.01796697530454189
2008-05-05,,0.03951074033237244
2008-05-06,,0.018322329529603998
2008-05-07,,0.03415717948377326
2008-05-08,,0.04527943462146473
2008-05-09,,0.0014380222378681403
2008-05-10,,0.05986224211910677
2008-05-11,,0.051220824421802154
2008-05-12,,0.2713710695165854
2008-05-13,,0.039155386107310335
2008-05-14,,0.047208974852876714
2008-05-15,,0.028013204564475203
2008-05-16,,0.08000451665183256
2008-05-17,,0.17107483029344953
2008-05-18,,0.06655087211233178
2008-05-19,,0.05389760484610174
